0.5176881606285558;[0.885, 0.865, 1.975, 0.805, 0.609, 2.793, 1.362, 1.229, 1.266, 0.579, 0.0061, 4.45, 0.905, 0.418, 0.377, 50.0, 345.37, 76.61, 50.51, -1.225]
0.4289851546240702;[1.832, 0.44, 0.32, 1.758, 0.488, 2.165, 1.898, 1.511, 0.618, 0.164, 0.044, 2.18, 0.209, 0.382, 0.36, 50.0, 474.17, 52.16, 50.06, 1.26]
0.426311980670439;[1.8, 0.191, 1.563, 0.265, 0.718, 1.147, 1.137, 1.112, 2.986, 0.22, 0.0675, 1.94, 0.763, 0.47, 0.357, 50.0, 189.59, 127.93, 125.83, -1.27]
0.45287514350636154;[1.68, 0.606, 0.497, 1.736, 0.664, 1.345, 1.024, 1.14, 2.222, 1.274, 0.0287, 5.17, 0.965, 0.207, 0.425, 50.0, 360.72, 184.97, 182.98, 1.574]
0.4289178886285459;[1.316, 1.94, 1.264, 0.396, 0.733, 1.366, 1.06, 1.001, 1.013, 0.296, 0.0219, 3.55, 0.363, 0.293, 0.442, 50.0, 294.03, 164.35, 164.1, 1.767]
0.44018685935200136;[0.432, 0.598, 1.958, 1.232, 0.63, 1.083, 1.079, 1.083, 0.504, 0.145, 0.0635, 5.12, 0.053, 0.173, 0.231, 50.0, 203.33, 129.5, 108.46, 0.418]
0.42488953460090256;[0.948, 0.765, 0.269, 1.593, 0.71, 2.304, 1.847, 1.944, 2.404, 0.843, 0.0433, 5.38, 0.898, 0.179, 0.143, 50.0, 456.42, 108.67, 53.68, -1.917]
0.571945472049919;[0.556, 0.921, 1.145, 0.562, 0.462, 2.241, 1.492, 2.235, 2.417, 0.425, 0.0474, 2.31, 0.146, 0.089, 0.053, 50.0, 267.02, 62.37, 56.84, 1.849]
0.4684925442802405;[1.164, 1.76, 0.722, 0.935, 0.758, 1.315, 1.067, 1.047, 2.082, 1.156, 0.025, 4.26, 0.431, 0.254, 0.092, 50.0, 204.5, 198.86, 137.51, -0.173]
0.5085666464465906;[1.112, 0.251, 1.395, 1.641, 0.594, 2.193, 1.638, 1.998, 0.73, 0.433, 0.0876, 2.75, 0.901, 0.096, 0.136, 50.0, 140.02, 56.37, 52.58, -1.651]
0.3960301278888603;[0.198, 0.564, 1.455, 1.323, 0.734, 2.198, 1.95, 1.378, 1.005, 0.288, 0.0365, 5.7, 0.882, 0.354, 0.136, 50.0, 276.06, 116.79, 93.54, -1.135]
0.590185340553853;[0.614, 0.787, 0.887, 1.597, 0.549, 2.156, 1.091, 1.431, 1.369, 0.895, 0.0301, 3.04, 0.226, 0.414, 0.456, 50.0, 497.26, 160.09, 62.3, -1.697]
0.4029755692024019;[1.822, 0.938, 1.365, 1.768, 0.705, 2.899, 1.879, 1.35, 1.269, 0.333, 0.0489, 4.36, 0.706, 0.452, 0.422, 50.0, 145.41, 130.45, 102.58, -0.764]
0.4023308155677957;[0.265, 0.463, 1.959, 1.126, 0.424, 2.353, 1.477, 1.737, 2.494, 0.82, 0.0314, 2.23, 0.98, 0.2, 0.059, 50.0, 381.48, 184.82, 65.87, 0.443]
0.43956354278149723;[1.56, 0.32, 0.573, 0.474, 0.556, 1.763, 1.233, 1.371, 1.998, 0.922, 0.0517, 5.95, 0.705, 0.139, 0.243, 50.0, 257.93, 119.25, 105.62, -0.106]
0.4269597235501455;[1.301, 0.745, 0.762, 1.66, 0.625, 1.81, 1.703, 1.191, 0.699, 0.121, 0.0125, 3.78, 0.44, 0.459, 0.413, 50.0, 303.11, 219.22, 76.71, 1.12]
0.3947599659904823;[1.583, 0.942, 0.686, 0.355, 0.426, 1.494, 1.093, 1.102, 0.528, 0.272, 0.0389, 2.82, 0.693, 0.468, 0.288, 50.0, 112.55, 81.44, 71.08, 0.218]
0.4382194573045969;[0.375, 1.385, 0.745, 1.371, 0.785, 2.767, 1.092, 2.288, 2.166, 1.944, 0.0951, 1.94, 0.413, 0.054, 0.303, 50.0, 196.79, 54.17, 52.68, -0.036]
0.48292223934019024;[1.26, 0.413, 1.619, 1.725, 0.585, 1.699, 1.26, 1.373, 2.184, 0.495, 0.0258, 3.24, 0.535, 0.538, 0.47, 50.0, 335.54, 64.27, 54.2, -1.378]
0.4515552948341207;[0.324, 0.121, 1.52, 1.568, 0.55, 2.068, 1.872, 1.485, 1.504, 1.458, 0.0623, 3.21, 0.594, 0.043, 0.284, 50.0, 269.33, 189.09, 143.53, -0.961]
0.4539257721685292;[0.894, 0.19, 1.017, 0.483, 0.783, 1.482, 1.455, 1.01, 2.734, 1.253, 0.0616, 2.35, 0.572, 0.036, 0.307, 50.0, 105.54, 90.72, 61.9, -1.722]
0.5033494207017525;[0.363, 0.181, 1.012, 1.067, 0.712, 1.866, 1.623, 1.272, 1.637, 0.356, 0.0895, 2.04, 0.632, 0.055, 0.223, 50.0, 120.29, 79.92, 52.42, 0.555]
