0.4034744214946774;[0.5372565141992174, 0.558879591353014, 0.6313273241010323, 0.8848163290397038, 0.9456790717790315, 0.9310434401581303, 0.8608339621001114, 0.1530322642953792];[0.122, 1.953, 1.44, 1.496, 0.503, 1.484, 1.453, 1.135, 1.143, 0.753, 0.0738, 4.26, 0.836, 0.203, 0.495, 50.0, 447.17, 223.32, 108.85, -1.495]
0.5016339854334523;[0.31384945428424427, 0.2843880863630366, 0.5305108325299397, 0.9686395178260602, 0.7489187353547628, 0.9453619855463788, 0.7924840467482541, 0.1635212392042298];[1.191, 0.414, 0.294, 0.594, 0.717, 1.92, 1.107, 1.615, 2.795, 2.639, 0.0428, 4.53, 0.981, 0.25, 0.114, 50.0, 471.6, 225.01, 106.87, -1.705]
0.4104470793469886;[0.652776973054473, 0.4529617060738902, 0.6316428510273575, 0.9349566438314401, 0.9027909069536009, 0.9794154554308846, 0.8014597602739154, 0.14051729006596902];[0.365, 1.461, 1.997, 1.316, 0.764, 1.066, 1.047, 1.002, 1.254, 0.282, 0.0746, 4.48, 0.366, 0.409, 0.437, 50.0, 102.84, 64.88, 63.37, -0.989]
0.4027082774989746;[0.6167137698400533, 0.600868449530405, 0.6538448222992302, 0.8672273954191546, 0.8499849396102956, 0.7505538079527512, 0.7957346355157512, 0.14719691983182479];[1.862, 0.608, 1.321, 1.854, 0.632, 2.814, 1.077, 1.42, 0.602, 0.162, 0.0376, 3.35, 0.542, 0.371, 0.238, 50.0, 122.98, 86.52, 58.44, -1.539]
0.6026810477204917;[0.2569352475083754, 0.057535354324273036, 0.4635111872255431, 0.9806362110774993, 0.8372319431268204, 0.4799171782462406, 0.6820971379029829, 0.11729182998968198];[0.643, 0.841, 0.561, 0.436, 0.702, 2.113, 1.174, 1.04, 1.932, 0.579, 0.0011, 4.87, 0.323, 0.571, 0.311, 50.0, 113.94, 82.91, 58.34, 0.565]
0.483350447347434;[0.4527403993093493, 0.2621365270853815, 0.6047231551492758, 0.9302071232980591, 0.8053736612844535, 0.9572347943351056, 0.7824793555957612, 0.11855384202714138];[1.352, 0.618, 1.161, 1.938, 0.445, 2.087, 1.695, 1.309, 1.65, 1.502, 0.0648, 3.14, 0.493, 0.253, 0.368, 50.0, 482.04, 124.56, 100.36, 0.92]
0.44510611319922555;[0.6234524300748636, 0.7374540870104769, 0.7175039757803156, 0.749156442724572, 0.8796958975950124, 0.3290579492638306, 0.8580664495590135, 0.1358650290344009];[0.869, 1.24, 1.34, 0.376, 0.621, 2.744, 1.398, 1.003, 1.541, 0.3, 0.0218, 2.51, 0.379, 0.294, 0.145, 50.0, 446.15, 115.64, 109.3, 1.815]
0.5463131262013674;[0.3583487525251262, 0.12187577182823461, 0.497671090032338, 0.9688977116458294, 0.8585481059696591, 0.6726156586322538, 0.7537615883214692, 0.12608834280730996];[0.488, 0.886, 0.984, 1.267, 0.625, 2.041, 1.166, 1.965, 0.743, 0.544, 0.0178, 1.82, 0.824, 0.671, 0.413, 50.0, 324.26, 221.97, 140.42, 0.129]
0.46044609040386875;[0.622798671151909, 0.24936219076431232, 0.6255277477000629, 0.9093479982757049, 0.8740665126535518, 0.8446342801714526, 0.7463804337047865, 0.1411758232870474];[1.997, 0.414, 0.269, 0.405, 0.761, 2.77, 1.962, 2.513, 0.653, 0.521, 0.0881, 4.31, 0.75, 0.096, 0.229, 50.0, 489.72, 165.52, 145.97, -0.975]
0.5126580827510442;[0.6667019965860368, 0.006942888110972545, 0.6285350408037826, 0.9278784044955231, 0.9254202981572459, 0.9900154680908866, 0.7211608201078468, 0.11756267053653316];[1.674, 0.903, 0.521, 1.823, 0.72, 1.163, 1.101, 1.139, 0.873, 0.305, 0.053, 4.22, 0.608, 0.622, 0.482, 50.0, 376.65, 113.63, 109.04, 1.994]
0.43289353912322964;[0.43690408780615897, 0.5714037515607604, 0.6029305399975061, 0.8800478349419375, 0.8333494660843339, 0.8385361549038094, 0.8163851647657042, 0.14046947709988383];[1.315, 1.846, 0.525, 1.739, 0.526, 2.425, 1.705, 1.289, 1.616, 1.1, 0.0372, 4.49, 0.1, 0.161, 0.313, 50.0, 160.95, 56.22, 54.48, -1.023]
0.5301590724095285;[0.25267711476694565, 0.30264943168651137, 0.5312683359931648, 0.9817426176237697, 0.6514648156112925, 0.8652197367616333, 0.756235277978269, 0.11419336880265057];[1.18, 0.702, 1.102, 1.254, 0.538, 2.008, 1.498, 1.155, 1.576, 1.021, 0.0335, 4.48, 0.934, 0.348, 0.249, 50.0, 161.76, 140.85, 91.4, 1.028]
0.5624137790536757;[0.20450208638789125, 0.1693531523859374, 0.5219945633576348, 0.9766381977082782, 0.6303204774032222, 0.8531850211612744, 0.7895602475920632, 0.1190087929809914];[1.728, 0.917, 1.253, 0.331, 0.51, 2.997, 1.357, 1.322, 2.415, 1.611, 0.0351, 3.54, 0.296, 0.38, 0.213, 50.0, 396.42, 128.81, 114.98, 1.445]
0.39500558698206883;[0.7102816679828032, 0.5307137433040257, 0.6716134813996582, 0.9289833433471457, 0.9139032911141965, 0.9874851022238694, 0.7762833846645427, 0.12047197526129122];[1.272, 1.584, 0.716, 1.973, 0.686, 2.141, 1.43, 1.01, 1.32, 0.286, 0.0564, 3.79, 0.566, 0.485, 0.491, 50.0, 150.11, 109.13, 95.35, 0.176]
