0.4302813992608435,[0.6398531849010618, 0.6382636750319928, 0.6985708194854136, 0.8141315352495608, 0.846235121813768, 0.46692014039225394, 0.8417170796701755, 0.12690214250284193],[0.24003, 1.97521, 1.95158, 1.01274, 0.62201, 2.40667, 0.70879, 0.00106, 1.85233, 0.62351, 0.08074400000000001, 3.85019, 0.61336, 0.03136, 0.37524, 31.54103, 316.81484, 110.9892, 56.07193, 0.03513]
0.48341882992735974,[0.48309964380675186, 0.3075299415838806, 0.5346882755482645, 0.9731076404857542, 0.9094865977028196, 0.6847150119820204, 0.7560410476806046, 0.1406409999325119],[1.26145, 1.21259, 0.84406, 1.58634, 0.48716, 2.01659, 1.41944, 0.33317, 1.04522, 0.4684, 0.0035770000000000003, 1.75625, 0.85195, 0.6795, 0.14691, 41.7096, 464.73287, 174.21738, 98.53822, 0.33157]
0.5568511692797008,[0.14451352134022466, 0.28384627230176784, 0.4817158653451844, 0.9837530542933276, 0.6532406243862965, 0.8005825902052363, 0.7877231046566484, 0.1270857629308439],[0.62999, 1.80414, 0.6667, 1.43832, 0.67513, 1.00668, 0.56865, 0.18806, 1.08427, 0.94801, 0.04580900000000001, 4.553, 0.97162, 0.39005, 0.23339, 5.57859, 191.27744, 163.68394, 93.40549, -0.1221]
0.47856792142906457,[0.6978298398822618, 0.15009238650164047, 0.6229697121092754, 0.9543333122040153, 0.8955751698120702, 0.9505189571509991, 0.6820522135025557, 0.12828485836347886],[1.76493, 0.9205, 0.39911, 0.90781, 0.67185, 1.14969, 0.29469, 0.70249, 2.40877, 0.20289, 0.022165000000000004, 2.74677, 0.01445, 0.82864, 0.24546, 43.17244, 252.15984, 165.9068, 155.53796, -0.20843]
0.35686431382822115,[0.6984801731607182, 0.7664099994494664, 0.7117450686619791, 0.8730178477427573, 0.9406346130628285, 0.9360693605119703, 0.8329073521334508, 0.14058629734967787],[1.20384, 1.79237, 0.15542, 1.75446, 0.72636, 2.54941, 1.62853, 2.1453, 1.19986, 0.3195, 0.028183000000000007, 2.04063, 0.05035, 0.41628, 0.49069, 13.76701, 340.62507, 57.56609, 51.82733, 0.56359]
0.3994024603585894,[0.6617628759426393, 0.5096987739250404, 0.6393494071738404, 0.9213426104335393, 0.8970465257981022, 0.9641773376772382, 0.7743327170222062, 0.15010899539366115],[0.35075, 1.46569, 1.04838, 0.84579, 0.42034, 1.38233, 0.03908, 0.77497, 2.39005, 0.27683, 0.038729000000000006, 5.43409, 0.3602, 0.4058, 0.12126, 5.35963, 155.33845, 50.16451, 50.00349, -1.39773]
0.46966626866235633,[0.6942323637650785, 0.1546081423869694, 0.6436475971411548, 0.931204142351242, 0.8797044541269895, 0.9547595822946481, 0.7473871420831601, 0.13717955733663276],[1.04857, 1.456, 1.47637, 0.96713, 0.61996, 1.35853, 1.04435, 1.12241, 1.15466, 0.1748, 0.05189100000000001, 1.83409, 0.9953, 0.73138, 0.08911, 20.50883, 335.30126, 235.45969, 55.6018, -1.17357]
0.507562845770585,[0.3441342218310569, 0.43620383803697216, 0.5323943420131483, 0.7805429194007438, 0.7214289982726844, 0.6893535475854169, 0.6116117777706106, 0.15078305842241566],[0.78039, 0.8489, 1.12182, 0.32121, 0.73414, 1.49438, 1.39998, 0.36713, 1.12499, 0.88172, 0.008957, 3.28117, 0.63395, 0.17791, 0.05995, 7.35704, 147.95641, 83.79226, 54.31178, -1.76457]
0.39350654363902043,[0.6101268964223884, 0.5649499510448728, 0.6703840806106602, 0.9158229291170036, 0.945518869233681, 0.8903182294755466, 0.8420180106191255, 0.1387099268169209],[0.37845, 0.2618, 1.49004, 0.26419, 0.58059, 1.36896, 0.38725, 0.74749, 2.23495, 0.76907, 0.05370200000000001, 1.82787, 0.05778, 0.2363, 0.35608, 49.49875, 375.86515, 203.37803, 64.44727, 0.15235]
0.44156818388056424,[0.6298470455417797, 0.36195263158269997, 0.5916091938079664, 0.9711137887405599, 0.9350772322665812, 0.9050311382198398, 0.6986339219063641, 0.13740565339226982],[0.55927, 0.34816, 1.46348, 1.39983, 0.4561, 2.29962, 0.80064, 0.46905, 1.79756, 0.27148, 0.027391000000000006, 2.95855, 0.59092, 0.66515, 0.49737, 9.89492, 189.14496, 62.82294, 62.69188, -1.01299]
0.4297501519492061,[0.6207426071148285, 0.3463509813430692, 0.6011812382434473, 0.9470142870753822, 0.894466127014785, 0.9579915519092498, 0.800416339979967, 0.16826164015040446],[1.78578, 1.85387, 1.57124, 0.30729, 0.6731, 1.88028, 1.19497, 0.6295, 0.949, 0.21357, 0.05553200000000001, 5.5912, 0.64441, 0.60597, 0.37773, 40.90867, 154.82955, 137.39017, 124.47871, -1.91824]
